연번,연도,작전명,횟수,죄명(한글),"참여기관(기본 한글, 저명한 기관만 영문)",참여국가(한글),내용,출처,,,,,
198,2019,Classiscam,1,"컴퓨터사기, 피싱, 신원도용, 불법데이터유출","Group-IB(그룹아이비), 각국 경찰 및 수사기관(특정 기관명은 기사에 미상세)","러시아, 미국, 유럽(불가리아, 체코, 프랑스, 폴란드, 루마니아 등), 구소련 국가 등","Group-IB(그룹아이비)와 각국 수사기관이 조사한 결과, 러시아를 기반으로 한 Classiscam(클래시캠) 사이버범죄 조직이 2019년부터 미국, 유럽, 구소련 국가 등을 대상으로 온라인 마켓플레이스에서 피싱 및 사기 활동을 벌여 2020년 한 해 동안 650만 달러 이상을 탈취한 것으로 드러났다.",https://www.zdnet.com/article/scam-as-a-service-operation-made-more-than-6-5-million-in-2020/,,,,,
146,2019,EndOCSEA Europe,1,"아동성착취성학대, 아동성착취물유통, 아동성착취물제작유포","유럽평의회(Council of Europe), Fund to End Violence Against Children, 각 회원국 법집행기관, 기타 국제기구","알바니아, 아르메니아, 아제르바이잔, 보스니아 헤르체고비나, 조지아, 몰도바, 몬테네그로, 세르비아, 터키, 우크라이나 등(유럽평의회 회원국 전체에 혜택, 10개국에 집중)","유럽평의회는 EndOCSEA@Europe 프로젝트를 통해 회원국들이 아동 성착취 및 성학대 온라인 범죄를 예방·대응하고 피해 아동을 보호·지원하며, 범죄자 처벌을 위한 전자증거 확보와 유해 콘텐츠 삭제 등 국제 협력 체계를 강화하고 있다.",https://www.coe.int/es/web/children/endocsea-europe/-/asset_publisher/KiKqVYLiqpEJ/content/how-do-we-prevent-and-combat-online-child-sexual-exploitation-and-abuse-,,,,,
158,2019,IM RAT 단속,1,"악성코드(Imminent Monitor RAT) 유포, 불법 원격 접근, 해킹, 데이터 유출, 키로깅, 웹캠 불법 접근, 개인정보 도용, 사기, 절도, 보이어리즘","Europol, Australian Federal Police(AFP), 영국 국립범죄수사국(NCA), 벨기에 경찰, 콜롬비아 경찰, 체코 경찰, 네덜란드 경찰, 폴란드 경찰, 스페인 경찰, 스웨덴 경찰","호주, 벨기에, 콜롬비아, 체코, 네덜란드, 폴란드, 스페인, 스웨덴, 영국","Europol과 호주, 유럽 각국 법집행기관이 협력하여 Imminent Monitor RAT 악성코드의 인프라 및 웹사이트를 압류하고, 개발자 및 대량 사용자 13명을 체포하며, 124개국에서 14,500명 이상이 사용한 위험한 원격제어 악성코드 네트워크를 해체하였다",https://thehackernews.com/2019/11/europol-imminent-monitor-rat.html,,,,,
155,2019,Interpol cybercrime operation across Africa,1,"컴퓨터사기, 금융사기, 신용카드 사기, 피싱, 해킹, 온라인 사기, 개인정보 도용","Interpol, EFCC(Economic and Financial Crimes Commission), 각국 법집행기관","나이지리아, 남아프리카공화국, 케냐, 코트디부아르 등 아프리카 국가","Interpol과 EFCC 등 아프리카 각국 법집행기관이 협력하여 나이지리아 등지에서 발생한 사이버사기, 금융사기, 피싱 등 다양한 사이버범죄를 저지른 용의자 다수를 체포하였다.",https://www.bbc.com/pidgin/tori-49629324,,,,,
159,2019,Mikhailov case,1,"국가기밀 유출(국가반역), 대외정보 제공, 해킹, 사이버범죄 협력, 불법 정보 유포","러시아 연방보안국(FSB) 정보보안센터(CIS), Kaspersky Lab, FBI, 미국 법무부","러시아, 미국","러시아 연방보안국(FSB) 정보보안센터 소속 미하일로프 대령과 카스퍼스키랩의 스토야노프 등은 미국 정보기관(FBI 등)에 러시아의 사이버범죄 관련 기밀 정보를 제공한 혐의로 국가반역죄로 기소되어 장기형을 선고받았으며, 이 사건으로 러시아-미국 사이버범죄 공조가 완전히 중단되었다.",https://www.rferl.org/a/russia-hacker-mikhailov-stoyanov-fsb-scandal-for-russian-security-agency/29794092.html,,,,,
179,2019,Operation NightFury,1,"Magecart(웹 스키밍) 공격, 결제 및 개인정보 탈취, 신용카드 사기, 신분 도용, 불법 자금 이체, 명령제어서버 운영","INTERPOL, 인도네시아 경찰(Indonesian National Police, Bareskrim Polri), Group-IB, Sanguine Security","인도네시아, 싱가포르(Group-IB 본사), 오스트레일리아, 유럽, 미국, 남미 등(피해 및 인프라 분포 국가)","INTERPOL이 주도한 Operation Night Fury 작전에서 인도네시아 경찰과 Group-IB가 협력해, 수백 개의 이커머스 사이트에 GetBilling 악성코드를 심어 결제 및 개인정보를 탈취한 Magecart 스타일 범죄자 3명을 체포하고, 다수의 명령제어서버를 압수하여 대규모 사이버범죄 네트워크를 해체하였다.",https://cyberscoop.com/magecart-arrest-indonesia-interpol-getbilling/,,,,,
157,2019,Operation Rewired,1,"비즈니스 이메일 사기(BEC), 온라인 사기, 신용카드 사기, 피싱, 컴퓨터 관련 사기, 신원 도용","FBI, Nigeria Economic and Financial Crimes Commission (EFCC), 각국 법집행기관","미국, 나이지리아, 터키, 가나, 프랑스, 이탈리아, 일본, 케냐, 말레이시아, 영국","FBI와 EFCC 등 국제 법집행기관이 Operation Rewired 작전을 통해 미국과 나이지리아를 중심으로 10개국에서 281명을 체포하고, 비즈니스 이메일 사기(BEC) 등 다양한 사이버사기 범죄 네트워크를 해체하였다",https://techxplore.com/news/2019-09-fbi-nigeria-step-up-cyber-crime.html#google_vignette,,,,2023.01.01.,2023.12.31.
156,2019,Trigger IV,1,"테러리즘, 사이버범죄, 조직범죄(마약 밀수 등), 불법 무기 거래, 불법 이민자 밀송, 불법 상품 밀매","INTERPOL, Arab Interior Ministers Council, Gulf Cooperation Council Police Organization(GCCPOL), Naif Arab University for Security Sciences, 각국 법집행기관","알제리, 바레인, 이집트, 이라크, 요르단, 쿠웨이트, 리비아, 모리타니, 모로코, 오만, 팔레스타인, 카타르, 사우디아라비아, 수단, 튀니지, 아랍에미리트, 예멘","중동과 북아프리카 17개국 경찰청장 및 주요 법집행기관 관계자가 모로코 마라케시에서 2일간 회의를 개최하여 테러리즘, 사이버범죄, 조직범죄 등 다양한 범죄 위협에 대한 지역 및 국제 협력 방안을 논의하였으며, INTERPOL 주도 하에 불법 무기 단속(Trigger IV), 해상 국경 보안(Neptune II) 등 작전 성과도 공유하였다",https://www.interpol.int/News-and-Events/News/2019/Middle-East-and-North-Africa-Police-Chiefs-address-regional-crime-issues,,,,,
165,2019,VIDTF Operation,1,"아동성학대, 아동포르노, 아동 성적 착취, 불법 이미지·영상 유포","Malta Police Force, Europol, Europol European Cybercrime Centre, INTERPOL","몰타, 호주, 벨기에, 캐나다, 크로아티아, 덴마크, 프랑스, 독일, 그리스, 헝가리, 이탈리아, 라트비아, 리투아니아, 네덜란드, 노르웨이, 루마니아, 슬로베니아, 스페인, 스웨덴, 스위스, 미국","Europol의 Victim Identification Taskforce(VIDTF)가 21개국 30명의 법집행 전문가와 협력해 4,800만 건 이상의 아동성학대 이미지와 동영상을 분석하며, 몰타 경찰을 포함한 국제팀이 4명의 피해 아동 신원을 확인하고 보호 조치를 마련하였다.",https://www.maltatoday.com.mt/news/court_and_police/98240/malta_police_aids_europol_to_identify_four_child_sexual_abuse_victims,,,,,
164,2019,xDedic,1,"해킹, 불법 서버 접근권 거래, 신원 및 개인정보 유출, 컴퓨터사기, 데이터 침해, 사기","Europol, 미국 법무부(Department of Justice), FBI, 벨기에 경찰, 우크라이나 경찰, Kaspersky Lab","미국, 벨기에, 우크라이나, 유럽연합(EU)","Europol과 미국 법무부, 벨기에 및 우크라이나 경찰 등 국제 법집행기관이 협력해 xDedic이라는 불법 서버 접근권 및 개인정보 거래 시장을 폐쇄하고, 벨기에와 우크라이나에 위치한 서버를 압류하며, 해당 시장에서 6,800만 달러 이상의 사기 피해가 발생한 사실을 확인하였다.",https://thehackernews.com/2019/01/cyber-criminal-marketplace.html,,,,,
150,2019,(가칭)Operation GozNym,1,"악성코드(GozNym) 유포, 피싱, 온라인 뱅킹 자격증명 도용, 은행계좌 불법 접근, 자금 절도, 자금세탁","Europol, Eurojust, 미국 서부 펜실베이니아 연방검찰, FBI, 독일 뤼네부르크 경찰, 불가리아 조직범죄수사국, 조지아 내무부 및 검찰, 우크라이나 국가경찰 및 검찰, 몰도바 경찰 및 검찰","미국, 불가리아, 독일, 조지아, 몰도바, 우크라이나","Europol, Eurojust와 6개국 법집행기관이 협력하여 GozNym 악성코드를 활용해 41,000명 이상의 피해자로부터 1억 달러를 탈취하려 한 국제 사이버범죄 네트워크를 해체하고 주요 인물을 체포하였다.",https://www.eurojust.europa.eu/news/goznym-malware-cybercriminal-network-dismantled-international-operation,,,,,
153,2019,(가칭)Operation Thallium Block,1,"스피어 피싱, 악성코드유포, 계정 침해, 네트워크 보안 침해, 민감 정보 탈취","Microsoft Digital Crimes Unit(DCU), Microsoft Threat Intelligence Center(MSTIC), 미국 동부버지니아 연방지방법원","미국, 일본, 한국(피해 국가), 북한(공격자 추정 소재지)","Microsoft는 미국 법원 명령을 받아 북한 소재로 추정되는 Thallium 해킹 조직이 사용하던 50개 도메인을 차단·압류함으로써, 미국·일본·한국 등지의 정부, 싱크탱크, 대학, 인권단체, 핵확산 관련 인사 등을 표적으로 한 스피어 피싱 및 악성코드 공격을 차단하였다.",https://blogs.microsoft.com/on-the-issues/2019/12/30/microsoft-court-action-against-nation-state-cybercrime/,,,,,
160,2019,(가칭)Operation Manila 600,1,"불법 온라인 도박, 컴퓨터사기, 투자 사기, 불법 취업, 불법 체류, 비자 위반, 자금세탁","Philippines Bureau of Immigration, 현지 경찰, 중국 대사관","필리핀, 중국","필리핀 이민국과 현지 경찰이 중국 대사관의 정보 제공을 받아 일주일 만에 600명 이상의 중국인을 체포하였으며, 이들은 불법 온라인 도박, 투자 사기 등 사이버범죄와 불법 취업, 체류 혐의로 추방 대상이 되었다",https://www.scmp.com/news/asia/southeast-asia/article/3027741/more-320-chinese-arrested-philippines-illegal-online,,,,,
176,2020,2BaGoldMule,1,"자금세탁, 불법 자금 이체, 신분 도용, 가짜 회사 설립, 해킹 및 사이버범죄 관련 불법 자금 처리","Europol, 포르투갈 사법경찰(Polícia Judiciária), 미국 법무부(DOJ), FBI, 스페인 국립경찰(Policía Nacional), 영국 국가범죄청(NCA), 라트비아 경찰, 불가리아 경찰, 조지아 내무부, 이탈리아 경찰, 독일 경찰, 스위스 경찰, 폴란드 경찰, 체코 경찰, 오스트레일리아 경찰, 스웨덴 경찰, 오스트리아 경찰, 벨기에 경찰, 카탈루냐 경찰(Mossos d’Esquadra)","포르투갈, 미국, 스페인, 영국, 라트비아, 불가리아, 조지아, 이탈리아, 독일, 스위스, 폴란드, 체코, 오스트레일리아, 스웨덴, 오스트리아, 벨기에","Europol이 주도한 2BaGoldMule 작전에서 16개국 법집행기관이 협력해 QQAAZZ 범죄 네트워크를 해체하고, 수천만 유로의 불법 자금을 처리한 멤버 20명을 체포하며, 전 세계적으로 해킹 및 사이버범죄로 인한 피해를 방지하였다.",https://www.europol.europa.eu/media-press/newsroom/news/20-arrests-in-qqaazz-multi-million-money-laundering-case,,,,,
186,2020,Carding Action 2020,1,"신용카드 정보 도난, 다크웹에서의 신용카드 정보 거래, 신분 도용, 사기, 불법 자금 이체","Europol, Group-IB, 이탈리아 경찰, 헝가리 경찰, 영국 Dedicated Card and Payment Crime Unit(DCPCU)","이탈리아, 헝가리, 영국","Europol이 주도한 Carding Action 2020 작전에서 이탈리아, 헝가리, 영국 경찰이 협력해 다크웹 시장에서 신용카드 정보 거래를 차단하고, 9만 건의 신용카드 정보를 분석해 약 4,800만 달러(4,000만 유로)의 피해를 방지하였다.",https://hackread.com/authorities-disrupt-dark-web-credit-card-trading-scam/,,,,,
192,2020,Operation Falcon,1,"피싱, 스팸 이메일 사기, 악성코드유포(AgentTesla, Loki, Azorult, Spartan, nanocore, Remcos 등), 신분 사칭, 불법 자금 이체, 데이터 유출, 스파이웨어 및 원격 접속 트로이목마 사용","나이지리아 경찰(Nigeria Police Force), INTERPOL(사이버범죄 및 금융범죄 부서), Group-IB, INTERPOL National Central Bureau(Abuja)","나이지리아, 싱가포르(Group-IB 본사), 전 세계 150개국 이상(피해국)",나이지리아 경찰이 INTERPOL과 Group-IB와 협력해 Operation Falcon 작전을 통해 전 세계 150개국 이상의 정부 및 민간 기업을 상대로 악성코드와 스팸 이메일을 유포하며 대규모 사기와 자금 이체를 저지른 나이지리아인 3명을 체포하였다.,https://guardian.ng/news/nigerian-police-join-interpol-group-ib-to-arrest-three-suspected-tmt-fraudsters/#google_vignette,,,,,
175,2020,Operation Goldfish Alpha,1,"봇넷, 피싱, 비즈니스 이메일 사기(BEC), 뱅킹 멀웨어, 랜섬웨어, 크립토재킹(암호화폐 채굴 악성코드)","INTERPOL ASEAN Cybercrime Operations Desk, 각국 경찰, 민간 보안기업","동남아시아(아세안) 국가(인도네시아, 말레이시아, 태국, 필리핀, 싱가포르, 베트남, 미얀마 등)","INTERPOL이 주도한 Operation Goldfish Alpha와 Operation Night Fury 등 작전을 통해 동남아시아 국가들이 직면한 봇넷, 피싱, BEC, 뱅킹 멀웨어, 랜섬웨어, 크립토재킹 등 주요 사이버위협을 분석하고 대응하며, 국가 간 정보 공유와 공동 작전을 통해 범죄 네트워크를 효과적으로 해체하고 있다.",https://www.interpol.int/News-and-Events/News/2020/INTERPOL-report-highlights-key-cyberthreats-in-Southeast-Asia,,,,,
177,2020,Operation Nova,1,"랜섬웨어, 이스키밍(E-skimming), 스피어피싱, 계정 탈취, 불법 자금 이체, 신분 도용","독일 Reutlingen 경찰본부, Europol, FBI, 프랑스 경찰, 네덜란드 경찰, 스위스 경찰","독일, 미국, 프랑스, 네덜란드, 스위스","독일 Reutlingen 경찰본부가 주도한 Operation Nova 작전에서 Europol, FBI, 프랑스, 네덜란드, 스위스 경찰이 협력해 전 세계 사이버범죄자들이 주로 사용하던 VPN 서비스 Safe-Inet의 서버와 도메인을 압수·차단하고, 랜섬웨어 등 주요 사이버범죄 인프라를 해체하였다.",https://cyberscoop.com/safe-inet-takedown-fbi-interpol/,,,,,
254,2020,Operation Zinger,1,"사이버범죄, 불법 데이터 보유, 신분도용, 사기, 해킹, 불법 금융거래","호주 연방경찰(AFP), 웨스턴오스트레일리아(WA) 경찰, 뉴사우스웨일스(NSW) 경찰, 빅토리아(Victoria) 경찰, 퀸즐랜드 경찰, Joint Policing Cybercrime Coordination Centre(JPC3), FBI","호주, 미국","호주 연방경찰(AFP)이 미국 FBI와 협력해 2020년부터 ‘Operation Zinger’ 작전을 통해 불법 데이터 마켓플레이스 ‘Genesis Market’을 이용해 대형 물류기업 Toll Holdings 등에서 유출된 개인정보와 계정정보를 보유·활용한 용의자를 포함, 호주 전역에서 24건의 수색과 10명의 체포를 단행하며 신분도용 및 사기 등 사이버범죄 네트워크를 적발했다.",https://thewest.com.au/news/court-justice/operation-zinger-alleged-cyber-criminal-had-details-from-major-logistics-company-police-say--c-11138447,,,,,
178,2020,WashYourCyberHands,1,"데이터 수집 악성코드, 랜섬웨어, 온라인 사기, 피싱","INTERPOL, 각국 법집행기관, 민간 보안기업, 국가 사이버보안기관, 온라인 정보공유 그룹","전 세계(INTERPOL 회원국 194개국, 실제 캠페인 참여국은 다수)","INTERPOL이 코로나19 팬데믹을 악용한 사이버범죄 증가에 대응해 전 세계적으로 #WashYourCyberHands 인식 캠페인을 진행하며, 데이터 수집 악성코드, 랜섬웨어, 온라인 사기, 피싱 등 주요 위협에 대한 경각심을 높이고 사이버위생 실천을 촉진하였다.",https://www.interpol.int/News-and-Events/News/2020/INTERPOL-launches-awareness-campaign-on-COVID-19-cyberthreats,,,,,
184,2020,(가칭)Operation Latvian Wash,1,"자금세탁, 불법 자금 이체, 신분 도용, 피싱, 해킹, 사이버 사기","라트비아 경찰(State Police), FBI, 미국 법무부(Department of Justice), Europol","라트비아, 미국","라트비아 경찰이 FBI 및 미국 법무부와 협력해, 미국 내 사이버범죄로 인한 불법 자금을 라트비아 은행계좌로 세탁한 범죄 네트워크를 해체하고, 주요 멤버를 체포하며 국제 공조의 중요성을 입증하였다.",https://eng.lsm.lv/article/society/crime/latvian-police-played-leading-role-in-us-cybercrime-crackdown.a378200/,,,,,
194,2020,(가칭)Operation Karachi Stalk,1,"사이버 괴롭힘, 협박, 허위 계정 운영, 명예훼손, 사기, 신분 도용, 사이버 범죄(블랙메일, 허위 정보 유포 등)","파키스탄 연방수사국(FIA), 트위터, 런던 메트로폴리탄 경찰, 두바이 경찰","파키스탄, 영국, 미국, 아랍에미리트(두바이)","파키스탄 연방수사국(FIA)이 트위터, 런던 및 두바이 경찰과 협력해 미국인 조지 기르기스를 중심으로 한 국제 네트워크가 운영한 허위 계정을 적발하고, 카라치의 세 가족을 대상으로 한 사이버 괴롭힘, 협박, 명예훼손 등 범죄 행위를 단속하였다.",https://dailytimes.com.pk/676333/ae7-architect-george-girgis-behind-fake-accounts-cybercrime-network/#google_vignette,,,,,
204,2021,Infraud 조직,1,"조직적 공갈, 신분 도용, 금융 사기, 불법 정보 유통","미국 법무부, 국제 수사기관(호주, 영국, 프랑스, 이탈리아, 코소보, 세르비아 경찰 등), 태국 경찰","미국, 러시아, 북마케도니아, 호주, 영국, 프랑스, 이탈리아, 코소보, 세르비아, 태국","미국 법무부와 국제 수사기관이 Infraud라는 초국가적 사이버범죄 조직을 해체하고, 러시아와 북마케도니아 국적의 조직원을 포함해 36명을 기소하고 13명을 체포하며, 5억 6,800만 달러 이상의 피해를 입힌 신분 도용 및 금융 사기 사건에 대한 판결을 내렸다.",https://www.rferl.org/a/us-sentences-cybercriminals-from-russia-and-north-macedonia-/31160664.html,,,,,
203,2021,Operation DarkHunTOR,1,"마약, 불법 자금, 무기, 해킹, 신용카드 정보 거래 등 다크웹 불법거래","유로폴(Europol), 유로저스트(Eurojust), 호주, 미국, 유럽 각국 경찰 및 수사기관","호주, 불가리아, 프랑스, 독일, 이탈리아, 네덜란드, 스위스, 영국, 미국","유로폴(Europol)과 유로저스트(Eurojust)가 주도하고 9개국 경찰이 협력한 Operation DarkHunTOR 작전에서 다크웹 불법거래에 연루된 150명 이상을 체포하고, 2,670만 유로(현금 및 가상화폐), 234kg의 마약, 45정의 총기 등을 압수했다.",https://www.aljazeera.com/news/2021/10/26/police-arrest-150-people-globally-in-dark-web-sting-europol,,,,,
228,2021,Operation Delilah,1,"피싱, 비즈니스 이메일 사기(BEC), 신분도용, 불법 이득 취득, 사이버범죄","인터폴(INTERPOL), 나이지리아 경찰(Nigeria Police Force), Group-IB, Palo Alto Networks Unit 42, Trend Micro, CyberTOOLBELT, 호주, 캐나다, 미국 법집행기관","나이지리아, 호주, 캐나다, 미국 및 기타(범죄 네트워크는 4대륙에 걸쳐 활동)","인터폴과 나이지리아 경찰, 민간 보안기업들이 전 세계적으로 대규모 피싱 및 비즈니스 이메일 사기(BEC)를 일으킨 TMT(실버테리어) 사이버범죄 조직의 수장을 체포하는 데 성공한 ‘Operation Delilah’ 작전을 수행했다.",https://www.group-ib.com/media-center/press-releases/interpol-gib-delilah/,,,,,
206,2021,Operation HAECHI-II,1,"온라인사기(로맨스 사기, 투자 사기), 불법 온라인 도박, 자금 세탁 등 사이버 금융범죄","인터폴(INTERPOL), 각국 전문 경찰 부서, 홍콩·마카오 경찰 등","앵골라, 브루나이, 캄보디아, 콜롬비아, 중국, 인도, 인도네시아, 아일랜드, 일본, 한국, 라오스, 말레이시아, 몰디브, 필리핀, 루마니아, 싱가포르, 슬로베니아, 스페인, 태국, 베트남, 홍콩, 마카오","인터폴(INTERPOL)이 주도한 Operation HAECHI-II 작전에서 20개국 이상과 홍콩·마카오가 협력하여 4개월간 온라인 사기, 불법 도박, 자금 세탁 등 사이버 금융범죄를 적발해 1,000명 이상을 체포하고 2,700만 달러 이상의 불법 자금을 차단했다.",https://www.interpol.int/News-and-Events/News/2021/More-than-1-000-arrests-and-USD-27-million-intercepted-in-massive-financial-crime-crackdown,,,,,
199,2021,Operation Ironside,1,"마약 밀수, 살인 주문, 불법 자금 세탁 등 조직범죄","호주 연방경찰(AFP), 미국 연방수사국(FBI), 유로폴(Europol), 뉴질랜드 경찰","호주, 미국, 유럽연합, 뉴질랜드","호주 연방경찰(AFP)과 미국 연방수사국(FBI), 유로폴(Europol), 뉴질랜드 경찰이 공조하여, 범죄조직이 사용하던 암호화 메신저 앱(ANoM)을 감청하며 200명 이상을 체포하고, 마약, 불법 자금, 무기 등을 압수하는 대규모 작전을 성공적으로 마쳤다",https://www.aljazeera.com/news/2021/6/8/australia-arrests-over-200-in-crackdown-of-underworld-messaging,,,,,
201,2021,Operation Lyrebird,1,"피싱, 카딩, 웹사이트 디페이스먼트, 악성코드 개발, 신용카드 부정사용, 사기","인터폴(INTERPOL), Group-IB(그룹아이비), 모로코 경찰","프랑스, 모로코 등(피해 발생 및 조사·체포 관련 주요 국가, 실제 범죄는 다국적)","Group-IB(그룹아이비)와 인터폴(INTERPOL)이 2년간 공동 조사한 Operation Lyrebird 작전에서, 프랑스 통신사와 주요 은행, 다국적 기업을 표적으로 한 피싱, 카딩, 웹사이트 디페이스먼트 등 다수의 사이버범죄를 저지른 용의자가 모로코 경찰에 의해 체포되었다.",https://www.group-ib.com/media-center/press-releases/gib-interpol-lyrebird/,,,,,
313,2021,Operation Morpheus,1,"불법 소프트웨어 유통, 사이버 침해, 랜섬웨어 유포, 악성코드유포, 데이터 절도, 불법 금융거래","영국 국가범죄수사국(NCA), Europol, FBI, 호주 연방경찰(AFP), 캐나다 왕립기마경찰(RCMP), 독일 연방범죄수사청(BKA), 네덜란드 국립경찰(Politie), 폴란드 중앙사이버범죄국(Central Cybercrime Bureau), Fortra(코발트 스트라이크 개발사), BAE Systems Digital Intelligence, Trellix, Shadowserver, Spamhaus, Abuse CH 등 민간 파트너","영국, 미국, 호주, 캐나다, 독일, 네덜란드, 폴란드 등 27개국","영국 국가범죄수사국(NCA)이 주도한 ‘Operation Morpheus’ 작전에서 Europol, FBI 등 국제 파트너와 민간 기업이 협력해 불법 코발트 스트라이크 소프트웨어를 적발하여 690개 인스턴스를 27개국 129개 ISP에서 차단하고, 593개를 해체하며, 대규모 사이버범죄 인프라에 중대한 타격을 입혔다.",https://www.nationalcrimeagency.gov.uk/news/national-crime-agency-leads-international-operation-to-degrade-illegal-versions-of-cobalt-strike,,,,,
200,2021,Operation Secreto,1,"카드사기, 신용카드 부정사용, 불법 자금 세탁","스페인 국가경찰, 미국 비밀경찰(US Secret Service), 오스트리아 경찰, 덴마크 경찰, 그리스 경찰, 미국 법무부(US Department of Justice), 미국 금융범죄단속네트워크(FinCEN), 유로폴(Europol), 유로저스트(Eurojust)","스페인, 미국, 오스트리아, 덴마크, 그리스","스페인 국가경찰과 미국 비밀경찰이 주도하고 유로폴(Europol)이 조정한 Operation Secreto 작전에서, 미국 은행을 표적으로 한 신용카드 부정사용 및 자금 세탁 조직이 해체되며 105명이 체포되고, 1,200만 유로 이상의 피해가 발생한 것으로 드러났다",https://www.europol.europa.eu/media-press/newsroom/news/105-arrested-for-stealing-over-%E2%82%AC12-million-us-based-banks,,,,,
218,2021,Operation Trojan Shield,1,"마약 밀수, 불법 자금 세탁, 조직범죄, 무기 밀수 등","호주 연방경찰(AFP), 미국 연방수사국(FBI), 유로폴(Europol), 16개국(일부 20개국 언급) 경찰 및 수사기관","호주, 미국, 영국, 뉴질랜드, 독일, 프랑스, 네덜란드, 스웨덴, 이탈리아, 오스트리아, 덴마크, 벨기에, 에스토니아, 리투아니아, 라트비아, 폴란드, 스페인, 핀란드 등(유럽연합 및 기타 국가 포함, 정확히는 16~20개국)","호주 연방경찰(AFP)과 미국 연방수사국(FBI), 유로폴(Europol) 등 16개국 이상의 수사기관이 3년간 공조하여, 범죄조직이 사용하던 암호화 메신저 앱(AN0M)을 개발·배포해 메시지를 감청하고, 800명 이상의 용의자를 체포하며, 마약, 무기, 불법 자금 등을 압수하는 대규모 작전을 성공적으로 마쳤다.",https://www.welivesecurity.com/2021/06/08/hundreds-arrested-tricked-using-fbi-run-chat-app/,,,,2024.01.01.,2024.12.31.
84,2021,(가칭)Operation PeerWatch,1,"아동 학대 영상 및 사진 유포, 아동 성착취, 불법데이터유출","몰타 경찰 사이버범죄팀, Europol, 유럽연합 회원국 경찰","몰타, 유럽연합 회원국(모두)","몰타 경찰 사이버범죄팀이 Europol과 유럽연합 회원국 경찰과 협력해, 피어투피어 네트워크를 통해 아동 학대 영상 및 사진을 유포하는 범죄자들을 단속하며, 해당 네트워크 이용자들에게 경고 메시지를 전송하는 작전을 수행했다.",https://timesofmalta.com/article/malta-police-taking-part-in-european-cyber-crime-operation.641343,,,,,
213,2021,(가칭)Operation DoubleVPN,1,"사이버범죄(랜섬웨어, 피싱, 신분도용, 불법 자금 유통 등), 불법 VPN 서비스 이용","네덜란드 국가경찰, 유로폴(Europol), 유로저스트(Eurojust), 미국 연방수사국(FBI), 캐나다, 스웨덴, 독일, 스위스, 불가리아, 영국, 이탈리아 경찰 및 수사기관","네덜란드, 미국, 캐나다, 스웨덴, 독일, 스위스, 불가리아, 영국, 이탈리아","네덜란드 국가경찰이 주도하고 유로폴·유로저스트, 미국·캐나다·스웨덴·독일·스위스·불가리아·영국·이탈리아 등 각국 경찰이 협력하여, 랜섬웨어 등 사이버범죄에 이용된 DoubleVPN 서비스의 서버와 도메인을 압수·차단하고, 범죄자 신원 추적을 위한 정보를 확보했다",https://www.welivesecurity.com/2021/06/30/global-police-vpn-service-cybercriminals/,,,,,
214,2021,(가칭)Operation TrickBot Witte,1,"사이버범죄, 랜섬웨어, Trickbot 멀웨어 유포, 신용카드 정보 유출 등","미국 법무부, FBI, 국제 수사기관","미국, 러시아(용의자 국적)","러시아 출신의 55세 여성 알라 위테(Alla Witte)가 미국 법무부에 의해 Trickbot 사이버범죄 조직의 핵심 멤버로 기소되어, 랜섬웨어 및 멀웨어 유포, 신용카드 정보 유출 등 다양한 사이버범죄에 연루된 사실이 밝혀졌다",https://www.bloomberg.com/news/articles/2021-06-09/hacker-known-as-max-is-55-year-old-woman-from-russia-u-s-says,,,,,
234,2022,Africa Cyber Surge Operation,1,"사이버범죄(랜섬웨어, 피싱, 비즈니스 이메일 사기, 온라인 사기, 악성코드유포, 데이터 도용 등)","인터폴(INTERPOL), AFRIPOL, 각국 경찰 및 수사기관, 민간 보안기업(Group-IB, Kaspersky, Trend Micro 등)",아프리카 25개국,"인터폴이 주도한 ‘Africa Cyber Surge Operation’에서 아프리카 25개국 법집행기관과 민간 보안기업이 협력해 200,000개 이상의 악성 인프라를 해체하고, 다양한 사이버범죄 위협을 식별·차단하며 지역 사이버보안 역량을 강화했다.",https://www.interpol.int/News-and-Events/News/2022/Operation-across-Africa-identifies-cyber-criminals-and-at-risk-online-infrastructure,,,,,
213,2022,Operation Chakra,1,"사이버범죄(국제적 조직 범죄, 피싱, 온라인 사기, 신용카드 사기 등)","인도 중앙수사국(CBI), 델리, 펀자브, 라자스탄, 아삼, 카르나타카, 안다만, 하리아나 경찰, 미국 연방수사국(FBI), 인터폴(INTERPOL), 캐나다 경찰, 오스트레일리아 경찰, 민간기업","인도, 미국, 캐나다, 오스트레일리아","인도 중앙수사국(CBI)이 미국, 캐나다, 오스트레일리아 등 국제 기관과 협력하여 라자스탄 등 8개 주에서 ‘Operation Chakra’ 작전을 펼쳐 국제 사이버범죄 조직의 인프라를 해체하고, 115개 장소를 압수수색하며 국제적 조직 사이버범죄자들을 적발했다.",https://timesofindia.indiatimes.com/city/jaipur/cbis-op-chakra-to-battle-cybercrime-gangs-in-state/articleshow/94654273.cms,,,,,
